order_id,stu_account,date,stu_address,phone_number,order_amount,in_delivery
o22228013,t10006587,2021/11/13,36426,99924700,2,F
o26908933,t10008610,2020/7/16,20053,14508480,10,T
o19835318,t10000510,2021/1/9,31787,88182723,10,F
o19024144,t10011431,2021/3/11,40008,68348343,9,T
o16120312,t10001685,2020/11/22,27416,63112442,4,F
o46313930,t10001201,2020/5/24,14531,91802149,4,F
o10240428,t10004651,2019/12/2,70565,96305702,3,F
o10567544,t10010999,2021/6/15,77473,90952295,2,T
o16588725,t10012065,2020/10/21,20791,34539097,8,F
o38884308,t10008621,2020/6/10,79756,16245066,10,F
o89446308,t10004578,2021/12/19,71884,93407769,4,T
o37934126,t10003839,2021/7/18,77043,27478584,2,T
o20675941,t10004905,2020/9/1,59984,46263840,5,F
o34966732,t10010202,2020/11/2,95860,20580759,1,T
o34200788,t10004472,2019/11/7,18787,83210773,6,T
o15934955,t10006639,2020/9/24,56453,75387611,9,F
o12565228,t10011181,2021/4/24,19406,55747848,1,F
o74933113,t10001853,2020/5/11,68390,88371008,8,F
o29888070,t10008622,2021/8/15,49700,20999793,2,T
o58917295,t10007190,2020/1/23,42933,64334684,2,F
o40572083,t10010041,2020/2/15,41302,57186455,1,F
o22617901,t10003167,2021/2/10,44089,37483782,3,F
o58417878,t10009280,2021/7/14,24534,91501442,9,F
o46153335,t10010162,2021/11/28,16155,66171773,7,F
o44804558,t10002201,2021/7/11,55058,37401468,9,F
o62245506,t10007408,2021/9/4,54306,32178129,5,F
o36517280,t10007556,2020/12/10,43890,77867798,1,T
o71060959,t10009274,2021/4/10,29089,16113446,6,F
o53589957,t10000509,2021/11/7,59750,55765485,7,F
o86497791,t10005813,2021/1/22,20279,25243473,3,F
o84567864,t10001575,2021/7/18,82237,39751283,2,F
o66423937,t10001500,2021/9/22,87242,68820689,2,F
o27062525,t10001771,2020/8/24,51737,89524073,9,T
o37533369,t10005136,2020/3/25,52938,81756120,3,F
o93021052,t10010829,2021/7/15,83410,98795557,7,T
o97700520,t10007942,2020/6/23,36788,60871401,4,T
o52040138,t10002356,2021/12/4,84963,41791008,10,F
o76681039,t10003723,2021/11/21,87987,43741620,8,T
o15096685,t10004720,2021/7/9,90370,57013649,8,F
o47780644,t10012285,2020/1/17,53573,73867814,7,F
o46045633,t10005409,2021/5/8,34943,92816937,6,F
o35296427,t10009501,2021/10/18,16089,98305785,1,T
o50747916,t10011730,2021/8/27,89287,73493427,2,T
o25861587,t10005386,2021/1/1,52707,83477968,2,F
o38620442,t10006317,2021/5/2,92036,31035543,2,T
o72128154,t10011067,2020/1/14,32448,77060602,5,T
o95802672,t10012191,2020/6/9,99977,42362542,3,T
o72634188,t10000001,2021/11/18,92956,56698593,3,F
o57222966,t10012500,2021/9/21,49752,24267485,2,T
o52076139,t10005198,2021/12/15,60956,52223918,5,F
o91965776,t10010417,2021/12/17,34112,67507054,1,F
o28394116,t10011617,2020/5/8,66625,84885897,1,F
o12216761,t10012088,2019/12/20,43541,11142518,10,F
o32637001,t10004565,2021/9/25,87533,13102637,7,T
o98866488,t10003913,2020/7/21,45625,24407241,9,T
o23195629,t10011010,2020/8/20,26093,31319417,3,T
o16854637,t10004070,2020/12/8,21555,69400963,2,T
o53243382,t10010517,2020/9/18,85017,83768721,9,T
o88329325,t10010609,2019/11/16,78256,54321087,1,F
o28292497,t10007038,2020/12/27,27722,38186455,6,T
o54874380,t10003024,2020/8/13,92816,54260743,9,T
o56930254,t10010467,2021/8/18,47273,61291634,5,T
o67953099,t10009446,2021/10/4,67895,43855082,6,T
o80272809,t10001805,2021/10/4,81114,48318778,10,F
o53039803,t10002606,2020/11/1,61877,83833610,4,T
o86846898,t10008822,2020/7/18,91596,16223392,3,F
o20235455,t10001188,2020/8/31,48092,32863589,4,T
o28760932,t10003357,2020/11/17,68699,48372374,8,T
o30278457,t10002485,2021/11/20,48357,32521397,10,F
o78787809,t10007620,2020/8/27,45188,52812278,9,F
o79276434,t10011331,2020/9/12,39122,16336319,4,T
o26927092,t10004325,2021/9/20,58948,44148831,7,F
o65388172,t10007370,2021/1/10,89309,69494105,3,F
o69753887,t10008680,2020/7/20,44573,70271140,8,F
o60837329,t10011223,2021/6/6,37023,47581355,3,T
o48359754,t10006800,2021/11/11,27594,43774721,9,F
o47692627,t10005712,2021/1/14,99436,88173450,3,T
o25941486,t10009623,2020/4/12,31941,60416833,6,F
o37063970,t10006221,2021/8/9,94137,57786539,6,T
o72754485,t10006892,2021/11/15,89866,30818686,7,T
o52051012,t10004853,2019/12/28,63487,32495279,10,F
o74211808,t10006348,2020/4/11,15078,74283862,9,T
o65613759,t10010151,2021/7/2,49130,62858672,2,F
o24045948,t10008742,2020/6/26,90169,27737614,4,T
o50067390,t10001343,2021/4/2,19671,70464359,7,F
o68430793,t10005338,2020/2/3,30802,65347017,9,F
o20845942,t10012276,2020/7/20,32461,30787084,6,F
o29471742,t10006000,2020/3/27,47477,54154122,4,F
o53175485,t10000933,2020/11/28,36990,31343038,1,F
o88839690,t10000336,2020/11/25,91859,21277005,4,F
o44640731,t10006119,2021/4/20,78297,95799455,1,F
o15048390,t10005654,2020/3/7,11055,48241641,2,F
o14322089,t10007341,2020/5/23,20794,23568926,4,F
o95341577,t10003101,2021/8/10,87915,18711282,6,T
o57565232,t10011485,2020/7/13,27654,20198762,6,F
o35982317,t10005855,2021/6/26,83932,12364819,7,F
o60915774,t10012416,2020/6/3,90517,50942556,7,T
o28235418,t10004059,2021/4/26,32327,24001974,1,F
o29202250,t10002572,2020/3/15,83479,10954260,10,T
o31166239,t10005360,2020/7/1,17404,46411393,3,T
o36075590,t10008052,2020/1/29,44714,17677942,3,F
o51126441,t10010410,2020/9/29,37929,62266269,8,F
o36190110,t10012001,2021/9/19,50726,42507943,2,F
o39699038,t10008494,2021/6/17,73292,68207732,6,F
o42422344,t10008754,2020/8/19,93082,44484573,1,T
o28498319,t10003382,2021/7/9,54833,75788421,6,F
o98262629,t10006328,2020/2/1,42576,73464345,4,T
o99429549,t10001464,2021/9/30,21769,79145152,7,F
o21057606,t10009766,2020/7/9,23088,24645788,7,F
o70239643,t10009486,2020/9/24,12477,52727033,9,F
o68262994,t10003024,2020/6/12,59848,53724147,1,T
o43872650,t10000001,2020/2/15,14915,61313446,10,F
o77506976,t10000151,2021/7/22,15728,77760626,5,T
o33320834,t10000486,2020/1/4,40821,62588265,9,F
o53027473,t10000075,2019/12/4,85240,16661377,3,T
o36486399,t10009660,2021/7/17,13520,76130236,3,T
o96123558,t10001419,2020/5/2,68153,28434244,9,F
o63541964,t10001858,2020/1/9,79524,27369643,9,F
o88367937,t10008342,2020/11/30,58793,84046613,8,F
o32862961,t10007373,2019/12/20,89227,19860668,2,F
o12411116,t10000345,2021/10/9,45119,89541292,6,F
o74918941,t10008536,2021/2/20,68765,77453386,6,F
o64562416,t10009012,2020/6/19,45079,11242240,10,T
o31787293,t10003308,2020/5/2,76285,11526359,2,F
o27301810,t10004725,2021/6/20,18011,78970997,1,F
o69458811,t10006249,2020/9/11,55289,91966073,2,T
o57545730,t10002217,2020/2/29,19660,34498808,4,F
o59079803,t10007192,2021/5/19,40883,81851906,10,F
o35537123,t10010337,2019/12/5,21793,37042685,10,F
o38848188,t10007190,2020/3/4,51233,76531483,9,F
o84376332,t10000738,2021/10/1,26365,94132951,2,T
o37362229,t10009401,2021/11/3,67781,73680606,7,T
o72166725,t10012031,2019/12/22,26943,81098300,1,T
o10699165,t10000485,2021/12/6,10079,10752093,1,T
o13219706,t10005256,2021/7/7,29744,19266686,2,T
o47299521,t10003362,2020/2/18,16601,81961526,8,T
o34216098,t10001912,2021/11/6,61761,28816347,7,F
o24532695,t10005777,2020/2/12,93329,81090378,1,T
o78915555,t10006987,2020/10/20,44387,97285704,3,F
o57752537,t10007410,2021/10/12,83433,42805967,7,F
o20280515,t10005910,2021/9/3,35967,60977313,5,T
o28350422,t10000164,2020/8/7,70277,15352680,6,T
o52368018,t10007109,2021/2/21,28574,90950121,3,F
o94530207,t10010953,2021/7/23,24485,31935759,4,F
o78395323,t10004489,2021/4/10,87790,10885814,4,F
o24758041,t10012434,2020/12/23,17234,75619688,6,T
o79170887,t10011832,2021/6/13,49187,59225667,7,T
o23982866,t10008784,2021/5/31,34546,62468208,4,T
o53712454,t10000179,2021/12/24,63638,36403708,9,F
o80657616,t10001873,2020/1/27,10612,28601029,9,F
o33873747,t10001934,2019/12/7,73216,17638937,6,F
o38353615,t10009072,2020/11/28,50312,48970485,2,F
o21465274,t10005622,2020/8/17,62007,71557370,2,T
o82229184,t10002854,2020/4/10,71654,59964056,7,T
o60130854,t10009652,2020/6/15,64606,24510230,3,T
o10250263,t10007289,2020/8/2,56874,93070693,6,F
o66675262,t10001858,2020/5/31,86481,50090171,10,F
o53901193,t10011486,2021/6/24,72769,81279263,8,T
o70918948,t10009448,2020/5/4,92866,22971081,6,F
o39000998,t10004934,2021/5/5,45215,30673086,2,T
o68524144,t10000464,2021/6/10,66202,69566075,10,T
o52243898,t10000839,2020/4/2,59504,87850322,2,F
o58338676,t10008921,2021/5/5,44676,27477346,9,T
o33912668,t10008941,2021/12/2,50261,21873530,7,T
o47920044,t10008119,2021/5/2,54210,28833784,2,F
o45710745,t10003919,2020/9/7,80129,73375504,3,T
o37492751,t10001102,2021/8/9,47455,25309159,6,T
o96195675,t10005146,2020/6/11,27845,62023499,7,F
o59788627,t10010406,2021/12/25,28896,82414634,7,T
o50857640,t10011054,2021/5/10,72310,21948230,7,F
o52165678,t10002299,2020/10/1,64976,47225742,4,F
o14136544,t10009703,2021/10/26,87499,36344138,5,F
o62399665,t10000960,2020/6/25,41196,64007990,1,F
o55541758,t10004265,2021/11/18,79464,21074398,4,T
o27796805,t10003366,2020/5/3,39248,54309010,2,F
o15949632,t10009474,2020/9/6,93402,38794273,5,F
o90621487,t10000796,2021/5/30,35286,29837031,2,F
o87400216,t10002452,2021/10/28,25216,40533703,6,F
o97682483,t10000524,2021/3/16,22360,23161435,4,F
o25427482,t10001369,2021/11/19,24352,22379963,8,T
o55525490,t10008712,2021/9/13,72832,97108196,1,T
o64260519,t10010975,2021/5/8,97569,97360729,2,F
o12940028,t10004896,2021/5/17,70216,22287496,1,T
o49313758,t10011988,2020/1/22,54249,52007968,10,F
o51746296,t10002708,2021/3/31,73488,93024684,3,F
o50492876,t10009222,2020/3/20,51233,98232016,8,T
o73545163,t10004753,2020/6/29,67072,92659382,10,T
o91498139,t10006644,2021/4/28,30849,48401584,4,T
o48700367,t10005552,2021/2/12,76857,87251211,7,T
o27410790,t10002981,2020/8/22,20039,68187090,1,T
o61884110,t10002931,2021/1/26,79527,76203400,3,F
o18994266,t10012222,2021/10/15,95169,78829623,6,F
o48886374,t10003579,2020/11/1,20336,45521379,8,F
o83872141,t10000477,2021/10/13,30998,97310255,4,F
o70635446,t10005257,2020/8/25,18288,97645992,1,T
o36582650,t10002046,2021/1/21,12005,68534199,10,F
o43850657,t10011488,2020/12/23,77929,65478340,5,F
o89063653,t10010129,2020/1/5,36318,27730961,3,F
o73437447,t10004619,2020/8/11,76546,56336514,5,F
o94878252,t10009512,2020/10/18,33231,91797701,10,T
o80494215,t10000984,2020/11/1,77207,57930546,2,T
o80789797,t10004498,2020/11/13,10191,95009941,9,F
o69448932,t10007772,2020/5/24,62615,54816987,4,F
o92722431,t10007191,2020/3/8,42713,18734412,3,T
o88866702,t10001953,2020/4/30,12357,13752932,6,F
o52210129,t10002299,2021/9/5,34164,22175644,8,F
o75494176,t10010715,2019/11/18,28568,21489219,10,T
o97541585,t10009112,2019/12/21,79132,40809485,7,T
o25597738,t10001159,2020/10/16,57878,32534196,2,F
o93382415,t10010936,2020/11/3,31811,99941194,10,F
o94795385,t10005746,2021/7/9,10046,11128010,3,F
o71722362,t10008466,2020/12/26,60418,16643272,2,F
o77778707,t10008271,2021/5/25,11768,43679585,2,F
o73486334,t10009085,2020/2/24,13825,20648490,7,T
o67074085,t10003572,2021/8/21,66421,93209961,2,F
o18454541,t10011344,2021/3/9,15600,95831307,4,F
o66913082,t10007856,2019/11/8,10059,16485781,4,T
o25794318,t10008930,2019/12/30,57017,29294298,4,F
o16867391,t10007626,2020/3/13,65959,65705886,2,T
o79452351,t10010913,2020/9/12,41068,53911277,8,F
o24481893,t10007321,2021/3/5,70403,54633198,10,F
o94520487,t10003429,2020/10/28,80121,38242387,2,F
o95039100,t10011680,2020/5/25,39122,66778756,1,F
o97483342,t10001102,2020/9/26,42328,79956205,1,T
o98483379,t10003537,2021/10/18,36358,36378830,1,F
o54818462,t10005143,2019/11/3,51004,77043184,4,F
o90218992,t10008761,2021/8/29,58772,98821428,7,F
o12653486,t10011654,2020/11/4,37302,20593486,9,T
o64904866,t10010651,2020/10/29,43045,17789488,3,T
o87879862,t10006381,2021/7/17,13079,33570264,9,F
o77749836,t10000513,2021/7/3,39933,49136574,8,T
o53306856,t10002923,2020/1/3,44162,58810613,10,T
o68607047,t10006121,2020/1/14,29909,79717983,5,T
o30694553,t10012158,2021/4/19,96472,32242446,1,T
o83905782,t10011272,2021/4/23,66414,44430965,8,F
o11003649,t10010924,2021/4/9,25533,42233764,4,F
o15414955,t10012562,2020/1/29,85826,36673859,10,F
o82325945,t10007864,2020/2/21,91371,96599399,10,T
o44008753,t10010289,2020/11/8,43553,90428676,3,F
o13953581,t10008101,2020/10/16,83684,37047446,3,T
o80393379,t10002113,2021/3/26,91315,78179826,6,F
o80111226,t10010520,2021/3/2,85748,49491336,1,F
o84124938,t10008359,2021/11/8,59379,72036806,2,T
o63612962,t10004510,2021/6/7,87593,67961095,2,T
o17499203,t10009847,2020/3/23,29266,40790351,2,T
o87553937,t10005704,2019/12/6,12147,43157615,6,F
o52018418,t10001857,2020/8/8,70141,90618270,9,T
o45151705,t10001225,2020/10/29,97406,25001179,3,F
o88452753,t10006692,2020/11/30,36472,12397897,4,F
o55616320,t10001887,2020/1/2,85269,54987583,3,T
o66814680,t10004968,2021/2/18,67400,66925941,7,T
o19939118,t10011074,2021/9/13,82515,51320767,10,T
o19850289,t10004326,2020/7/21,39960,29499525,9,T
o30867095,t10000480,2019/11/27,62000,58936135,10,F
o17739523,t10010486,2020/10/18,49900,15166347,8,F
o18378544,t10010695,2020/6/28,56294,84084023,4,F
o89530204,t10007505,2021/10/31,53223,69142737,5,T
o17220795,t10002763,2020/8/7,34609,89474533,1,F
o30783469,t10000223,2021/4/17,83210,85892766,5,T
o55832421,t10004177,2021/9/9,62048,34404066,3,T
o48796328,t10007355,2020/5/26,10994,46173472,7,T
o17239994,t10000285,2021/4/15,66544,11274365,1,T
o28099669,t10008923,2021/10/11,10546,16033712,5,T
o30743896,t10002450,2020/9/5,13095,50499925,5,F
o64856120,t10009787,2020/6/29,23941,49911443,5,T
o55405283,t10011548,2021/5/1,93673,10988205,9,F
o20507679,t10008101,2020/6/24,54746,80855072,8,T
o81731420,t10002106,2021/4/9,55245,51473353,5,T
o95598209,t10004444,2020/4/7,50206,16260038,6,T
o43799671,t10000238,2020/11/22,32142,29975590,5,F
o88259007,t10006990,2020/6/13,26091,91352910,9,T
o65221366,t10009509,2021/8/5,28649,14769264,6,F
o66529761,t10011935,2021/2/16,44462,21763461,4,F
o21877831,t10000520,2020/10/13,34579,44429429,1,F
o77868215,t10000570,2020/5/11,46444,37871789,7,F
o85531824,t10012450,2021/6/15,32148,79743382,5,F
o14491012,t10007942,2021/3/15,91632,53148900,7,T
o23189599,t10004903,2021/6/26,81121,44395642,1,T
o40539617,t10008712,2021/6/6,48906,63850696,2,F
o39943696,t10001394,2021/10/14,92080,99036920,7,T
o45913699,t10002407,2020/12/8,28059,32784370,3,T
o44095353,t10000911,2020/2/6,84902,82629166,7,F
o78284756,t10004184,2020/11/24,11105,60423681,9,T
o46193827,t10009998,2019/11/23,88225,12321211,9,T
o92512162,t10000827,2020/9/16,36034,39672307,6,T
o47555277,t10007085,2021/2/25,16405,99893305,2,F
o71201207,t10006431,2020/2/8,95828,10014068,2,T
o45270606,t10010147,2020/12/7,28140,77211795,4,T
o28488313,t10006334,2021/4/20,28495,18320071,2,F
o55951031,t10005692,2019/11/23,30500,95981358,8,T
o28744940,t10008690,2020/5/18,93240,41311671,3,F
o92577983,t10006148,2020/5/20,21121,67009622,3,F
o26970743,t10009017,2021/11/1,75030,37980781,2,F
o96817280,t10007878,2020/5/2,47576,45945979,8,F
o46104778,t10004316,2021/3/12,24403,90509222,5,T
o25176731,t10004833,2020/9/28,79885,57439931,5,F
o31927559,t10005831,2020/5/14,20853,96486953,4,F
o99155990,t10009688,2020/10/26,11989,62085121,5,F
o46975390,t10001168,2021/8/17,85635,35585312,3,T
o59772955,t10004338,2020/11/28,55189,73564554,2,F
o65225930,t10000657,2020/8/11,93435,46298147,2,T
o30628729,t10012123,2021/8/15,37556,75586117,7,F
o81634805,t10008052,2021/5/10,17276,39731834,2,F
o65049156,t10009215,2019/11/14,52878,50846275,7,T
o78678028,t10001543,2021/12/22,75068,40370079,5,F
o61897261,t10009853,2021/8/15,47045,71235121,6,F
o82620824,t10002456,2021/7/19,78605,84361900,10,T
o15412181,t10005974,2020/3/29,82459,10258477,6,T
o70600287,t10008618,2021/9/19,59210,74804709,3,F
o63772854,t10008258,2021/4/6,13539,34463699,1,T
o11622325,t10008933,2021/11/29,39803,64704923,6,T
o99794769,t10000877,2020/3/24,78791,63417112,6,F
o61623164,t10004586,2021/9/2,14618,69462538,5,F
o90838776,t10010934,2021/10/20,22449,14044725,10,T
o80797622,t10002971,2020/7/28,59486,30443951,7,F
o39602658,t10009107,2020/2/16,31695,95531375,5,T
o62879330,t10006978,2020/2/11,25203,36419760,9,F
o55183219,t10006033,2020/1/24,21379,95755276,9,T
o98430994,t10006989,2021/11/1,48191,98647595,2,T
o41831869,t10003055,2020/9/28,98935,69659409,1,F
o27141158,t10004600,2020/2/21,83500,28802802,2,F
o19247318,t10003181,2021/12/18,69293,67812061,1,T
o84424367,t10005389,2020/5/20,58888,54541000,4,T
o89772327,t10007933,2021/11/15,45001,29380944,3,F
o67540808,t10012402,2020/12/10,12711,51950994,7,T
o26992237,t10012564,2019/11/25,77909,19414375,1,F
o90953183,t10008762,2020/3/14,71863,20489664,4,F
o19307815,t10004905,2020/4/24,23851,24806200,5,T
o36507991,t10001878,2021/8/29,32156,30610813,1,T
o64879022,t10009043,2021/6/30,88791,84108365,3,F
o86372311,t10004623,2021/12/27,96689,31507841,7,T
o58922106,t10011164,2020/3/31,79157,19358048,1,F
o44436384,t10011544,2020/12/26,23106,61000406,6,T
o61047055,t10012263,2020/11/18,54924,68139246,9,F
o84025548,t10002180,2020/5/22,19377,24131456,9,F
o72607410,t10010841,2020/4/16,66940,62108373,1,F
o51191624,t10012187,2020/10/31,29709,40554044,7,T
o44659105,t10008273,2021/4/25,43237,97673107,7,F
o79669576,t10007996,2021/6/28,68105,11068757,8,F
o43346687,t10008820,2019/12/27,14856,89706604,8,F
o32402564,t10006256,2020/12/3,49329,56180105,7,T
o81065029,t10006126,2021/6/3,59154,36450829,6,T
o75288251,t10011975,2021/5/16,68350,18004619,8,T
o70605469,t10007832,2020/3/11,55109,97083770,8,T
o99504438,t10002958,2020/10/11,46153,74811035,10,F
o84396263,t10008622,2021/8/11,23997,88564869,8,F
o28307328,t10007244,2020/9/13,86449,45634219,3,T
o75274335,t10001379,2021/8/10,18673,47555078,4,F
o85961441,t10000228,2020/6/14,50743,48540794,8,F
o84239669,t10005437,2021/5/21,92655,86353748,6,F
o97806631,t10008148,2021/9/9,58294,32294674,8,F
o12875037,t10008814,2021/9/7,79729,17882422,8,T
o56206549,t10011147,2021/10/12,51069,67387778,4,T
o35669752,t10000395,2020/11/19,81764,10813047,4,T
o97687206,t10007066,2021/8/2,31422,70787695,1,T
o67005339,t10007926,2020/3/22,93766,74603889,10,F
o14017800,t10000610,2021/4/29,33952,53457477,10,F
o81934931,t10012272,2021/11/4,50825,36287293,8,T
o39619473,t10005104,2021/7/29,99168,74194170,9,T
o63761766,t10012566,2020/8/22,32367,84264455,4,F
o99729842,t10001126,2020/6/25,58418,32782404,9,T
o55474766,t10005395,2021/12/28,36687,14366193,6,F
o99396011,t10001962,2020/11/4,46265,79930635,8,F
o84476341,t10002596,2021/9/16,98300,22043582,4,F
o86940154,t10005213,2021/6/22,61330,85309049,10,T
o90929724,t10005426,2021/1/3,59166,98292500,2,F
o47701545,t10006826,2020/7/10,61157,60022221,3,T
o92458990,t10006554,2021/3/21,38198,79121349,3,T
o44349948,t10002078,2020/12/17,85632,29205650,2,T
o38239313,t10002415,2020/8/18,11207,83896003,1,T
o61232036,t10005019,2020/3/17,98594,77476628,4,F
o92820374,t10006335,2019/11/26,37567,56281778,9,T
o62867867,t10007229,2020/12/29,32038,24011757,5,T
o81897064,t10005549,2020/7/28,18321,25683612,8,F
o85339121,t10002387,2020/5/26,73084,68122812,1,T
o66037077,t10009676,2020/7/4,33935,12142232,8,T
o68271786,t10012463,2020/12/5,70662,62116463,8,T
o98574238,t10007451,2020/4/24,60192,37614102,4,T
o62891216,t10009724,2021/4/7,64217,36184439,5,F
o37768223,t10010621,2021/5/8,68202,99003091,4,F
o22592020,t10010146,2020/3/11,28556,66683700,7,T
o69411319,t10009469,2021/4/27,54142,29690380,1,F
o75524040,t10003487,2020/9/15,99442,76339379,2,F
o55247659,t10009932,2020/11/10,74028,83538139,9,T
o53218550,t10002273,2021/10/14,86062,61240611,9,F
o13800870,t10001817,2021/4/14,94490,33492934,8,F
o55030424,t10000731,2021/6/13,49144,85940347,1,F
o19957224,t10011875,2021/9/2,11119,45542535,5,T
o97478351,t10003675,2020/10/8,43629,47604663,2,F
o42604440,t10010955,2021/6/5,53731,97473592,6,F
o79339282,t10005675,2020/1/11,27335,46888944,4,F
o15219945,t10007988,2021/11/29,69155,24060768,2,T
o86614904,t10003683,2019/12/23,51070,37977867,3,T
o51702870,t10001298,2021/9/29,24101,63848470,10,T
o93997644,t10005152,2021/2/15,55261,17548575,5,F
o16014728,t10004882,2020/1/20,60202,18155010,3,F
o67181107,t10004593,2021/11/2,87606,77199235,5,F
o25478839,t10008457,2021/8/12,48367,92186806,4,F
o80823594,t10001383,2021/7/17,23695,54605845,9,T
o84789039,t10003930,2020/4/4,89352,43154485,3,F
o99884392,t10003757,2020/9/6,42077,77171737,5,F
o67240808,t10008464,2021/6/13,50435,48979161,5,T
o66475366,t10003492,2021/4/3,52845,22287927,8,F
o66901513,t10009438,2020/5/31,74918,20586261,9,F
o39407427,t10001503,2021/7/27,21137,78407401,3,T
o17164560,t10003222,2021/6/8,66479,32743138,5,T
o35070816,t10011686,2020/5/15,80755,73715253,2,F
o48427075,t10002171,2020/1/17,34864,50231625,9,F
o51054703,t10001665,2021/4/9,56149,16353123,5,F
o96981886,t10002450,2021/1/28,69398,69843574,8,F
o52281231,t10008428,2019/11/24,52180,87835150,4,F
o77429974,t10007946,2021/6/27,13566,78901531,7,F
o52298470,t10009653,2020/7/17,27178,61704661,7,F
o48083295,t10009875,2020/10/28,95981,91767728,7,T
o45966557,t10005849,2020/4/16,58785,99066183,7,F
o63394726,t10002519,2020/8/6,71720,25358029,10,T
o87633189,t10001446,2020/6/8,42438,85171090,10,F
o10522347,t10009299,2021/9/2,92659,59142843,3,T
o61382637,t10003340,2020/12/22,54856,95179652,10,T
o62345058,t10005180,2021/9/9,31221,25152279,8,F
o67787578,t10004260,2019/12/9,54655,41196270,3,F
o54472604,t10011305,2021/7/27,67905,33821583,8,F
o48946473,t10008157,2021/8/9,33845,25655231,8,T
o98627736,t10006384,2019/11/16,28149,69147972,9,F
o20964638,t10006595,2020/1/10,55235,50884247,6,F
o85488744,t10003240,2021/7/16,96627,88155770,1,T
o73171674,t10006023,2020/3/22,93143,31884967,1,T
o76800438,t10009883,2019/12/18,59838,36911387,3,F
o45892163,t10007460,2020/12/22,55013,54345118,3,T
o24243126,t10005390,2020/10/28,54413,89169440,1,F
o95027384,t10005633,2021/3/6,36925,91826382,6,F
o78990735,t10006294,2020/2/23,34075,56135240,3,F
o74718887,t10001907,2021/3/14,69649,74558629,6,F
o12170628,t10002196,2021/2/3,96525,43958874,9,F
o83063077,t10006974,2020/12/30,85432,32262101,1,T
o59747047,t10004455,2021/2/12,34002,96198662,2,T
o42029189,t10007569,2020/8/27,27832,20936472,2,T
o55151607,t10011919,2021/7/28,87483,71041817,7,F
o24601582,t10007166,2020/3/6,77112,66872681,5,F
o86664803,t10010146,2020/7/20,33129,21446157,7,T
o11086198,t10008493,2020/11/22,57385,79874124,4,T
o89846726,t10009424,2021/2/3,43004,75837988,7,T
o90693854,t10003693,2020/4/8,80163,13795328,1,F
o16149076,t10009746,2021/5/25,65648,93938572,1,F
o21136984,t10004300,2021/11/9,31452,94658290,2,T
o71246198,t10005026,2021/8/10,36234,59026446,8,F
o87853474,t10006118,2020/11/25,94698,41279539,9,T
o28517739,t10002999,2020/12/24,89994,77687419,7,F
o72724715,t10004396,2020/5/19,92404,88390983,10,F
o65595991,t10002870,2021/11/15,53746,65368764,6,T
o50329536,t10011821,2020/7/24,54435,56422087,9,F
o97343897,t10008475,2021/2/13,31827,91088918,2,F
o94181231,t10006529,2021/7/31,39314,43934401,10,T
o10727913,t10006872,2021/5/31,28308,30106094,8,F
o18906181,t10003107,2020/8/24,75685,74730254,7,T
o71032940,t10000576,2021/2/12,56561,86849265,5,F
o90757214,t10004734,2021/8/14,70270,37072271,2,F
o39138951,t10010933,2019/12/16,31388,53916933,4,F
o13848384,t10010893,2021/1/30,17799,77896394,7,F
o49780794,t10009699,2021/5/18,40253,81718525,8,F
o25146828,t10003301,2020/4/27,97438,98418038,9,T
o90959202,t10007517,2020/11/1,88786,80963369,2,F
o56990365,t10012019,2020/2/6,16220,55501483,4,F
o27056962,t10001819,2020/6/28,31432,32253148,1,T
o52767297,t10002549,2019/12/24,14375,15234045,3,F
o83266930,t10002362,2021/2/10,16457,44017781,5,F
o53541314,t10009175,2021/1/8,70038,36001867,10,T
o43134998,t10010506,2021/1/4,85458,79595341,8,F
o14219922,t10010169,2020/6/19,80049,41785437,2,T
o17483130,t10000027,2020/10/28,53507,27183399,2,F
o67375936,t10005305,2020/11/25,49609,90190606,10,F
o58939837,t10002741,2021/6/20,72396,86741531,7,T
o69299902,t10003271,2020/5/31,78868,51577255,5,F
o89611835,t10003708,2020/7/23,19132,73999199,8,T
o37637764,t10009055,2021/11/23,74822,37794270,9,T
o52540160,t10007723,2020/3/4,57945,60772852,4,T
o92523487,t10011240,2021/5/20,82531,12098004,1,F
o96848892,t10005745,2020/2/23,87022,11003069,8,F
o47156860,t10004753,2021/8/31,61696,95503259,3,T
o51126412,t10006101,2021/5/17,57968,24345787,5,T
o21757077,t10006835,2021/2/23,90738,72104519,10,F
o35385377,t10001960,2020/11/20,48442,70077866,7,F
o52850747,t10010704,2020/4/4,54680,73946756,1,T
o59756227,t10000278,2020/4/11,44721,29142463,9,F
o16654462,t10009694,2020/4/4,91061,19779688,1,F
o81157696,t10010718,2020/2/17,66943,75523055,8,T
o51731896,t10001923,2020/3/24,69579,81130152,10,F
o96429553,t10011242,2020/5/20,47004,31363761,3,T
o92253296,t10011654,2020/8/5,23231,51885959,1,F
o52125427,t10004764,2021/8/12,98095,79468145,8,T
o29736077,t10004097,2021/5/8,58192,96800291,3,F
o45373607,t10012568,2020/6/19,36720,65024865,10,F
o23124069,t10010764,2019/11/23,54302,92503887,9,F
o67320876,t10009425,2019/11/6,60059,55051761,7,F
o94074072,t10000896,2020/12/11,89044,62383383,8,T
o54319979,t10004773,2021/3/2,45803,78465941,9,T
o12817931,t10010614,2021/4/2,53656,94012982,6,F
o89639537,t10007666,2021/10/25,19271,74409361,6,T
